,text,label
636,इतिहास कै नालायक नेता हरु नेपाल मा छ्न्! जस्ले गर्दा नेपाल लाई र जनता  संकट मा पारेका छन्। घन्टा देश परिवर्तन गरे। आमा बेच्ने नेता हरु ।,2
637,"मुलुकको राष्ट्रिय समस्या""प्रचण्ड""",2
638,बिदेशी दलालहरुको कथित अग्रगमनले नेपाली जनतालाई के दियो?? अब त लाज मान नालायकहरु ।,2
639,अरु नेता हरु लाई सोधे जस्तो प्रश्न सोधपुछ गर्ने शैली कता हरायो ।।।कि यो धमाला पनि प्रचण्ड को पुच्छर हुनु पर्छ सायद,2
640,ठाउँ र शक्ति पाउँदा नाता पाता आसेपासे आफन्त लाई भर्ने र अकुत सम्पत्ती अरु ठाउँ र नाउमा थुपार्ने कुरालाइ कुन तर्कले लुकाउनु हुन्छ?त्यस्पछी मात्र जन्ताको कुरा गर्ने हो कि ?,2
641,प्रचण्ड जिउ अझै पनि छोरी बुहारी लाई नै मन्त्री बनाउने कि,2
642,हात्तीको देखाउने दाँत र चपाउने दाँत फरक हुन्छ भने जस्तो हाे।,2
643,कमरेड प्रचन्ड ज्युले अब अध्यक्ष पद छोडेर पुरानो माओबदि नै एकीकरण गरे कसैसगं मिलेर चुनाब लड्नु पर्दैन।,2
644,प्रचण्डको आत्मसमिक्षा नाममा नयाँ ब्रमाष्त्र एमालेमा जानी राखुन आम एमाले लगायत ओलि समेतले।,2
645,काङ्ग्रेसबाट सहमति नहुने भन्ने कुराको सङ्केत पछिको प्रचन्डको रूवाबासि प्रष्ट देख्न सकिन्छ ।,2
646,जननाएक पर्चन्ड भनेर चिनिने र हामिले भन्थ्यौं तर  आज आएर ???,2
647,"फेरि पनि केपि ओली सँग मिलेर जान्छौं रे थुक्क सबै जना नाम मात्र फरक फरक हो माअाेवादी, काङ्ग्रेस एमाले बिभिन्न नामधारी पार्टी हरु जनता लुट्ने खेल खेल्दै छन्",2
649,अरु भ्रम नेता हो जनताले चिन्नु पर्छ बिस्तारै चिन्छन    प्रचण्ड देश को बैज्ञानिक नेता हो नेपाल को यो नया पुस्ता मा देशको प्रमुख नेता हो र मान्नु पर्छ प्रचण्ड पथ जिन्दाबाद,2
650,"अब गफ लगायर जनता भड्काउने समय गैसक्यो,जनता आफै जागरुक र सचेत भयका छन ,चुनाब यथास्थितिमा होस त्यसपछि गरौला बहस को के भनेर ,परीक्षा अगाडि भनियका कुराहरु परीक्षा पछाटि एउटै नहुन पनि सक्छ ।",2
652,खानेत मिलेर नै हाे ।,2
653,आउदो चुनावमा माउबादी खुल्किन्छ ! जतिसुकै भुके पनि आत्मालोचना गरेपनी अबसरबादी चरीत्रको अबश्य पनि पत्तासाफ हुनेछ !!🇳🇵,2
654,होइन यसलाइ के भएको साथी हो बिचार गरनु होला,2
655,शिधान्तको कुरा गरने मान्छे पालुइ को रसिलो मुला जस्तै होईसिन्छ,2
658,यसकाे धारणा mccपास गर्नु नै छ । यसले हरेक कुरा जनतालाई लुकायर बाेल्छ शजक हुन अाबस्यक छ ।,2
659,पार्टी मा आठ आठ हजार उठाउदा तिर्न नसकेर आफ्नो बुढी  सीता दाहाल  लाई  कुचै कुचोले हाने को भन्ने छ आज के छ त आर्थिक हालत ?,2
660,मरेको प्रचन्ड फेरी जिउदो भयो की के हो??,2
662,प्रचण्ड र माओवादीको यो हविगत भएको आफ्नै कारणले हो ।,2
663,64 निर्वाचनमा त्यतिका मत पाएको माओवादी  74 को निर्वाचन सम्म आईपुग्दा केही सिमित मात्रामा मात्र थिए। जनयुद्धको नाममा धनयुद्ध गरेर 17 हजार नेपालीलाई उत्साहित बनाएर मार्ने हत्यारालाई अझै पनि जनताले विश्वास गर्ने? देशको धर्म सकृति मास्ने र विदेशीको एजेन्डामा चल्ने यो आतङ्कारीलाइ जनताले बहिस्कार गर्नु पर्छ।,2
664,"प्रचण्ड कमरेड जनताको लागि भन्दै कर्मचारी  लाई झोले राजनीतिक कार्यकर्ता बनाउने ,नेता रिझाउन २०० जनाको मन्त्रीमंडल बनाउने ,६०० सदसिय साम्सद बनाउने ,हजारौ स्थानीय तहका जनप्रतिनिधि अनि तिनीहरुको सरकारी सुबिधा बनाउने अनि कसरि गरिब जनताले न्याय र सेवा पाउछन ,यदि जनताको लागि हो भने १०० जना भन्दा कम को साम्सद ,१० जना भन्दा कामको मन्त्रि मण्डल ,प्रदेश खारेजी ,सानो र स्वायत्त स्थानीय तह , प्रतक्ष्य निर्बाचित कार्यकारी ,स्वतन्त्र अदालत ,पूलिस ,कर्मचारी र संबैधानीक अंग ,प्रधान मन्त्रीलाई जेल हाल्न सक्ने न्यायालय",2
665,आफु डलर भारु पचाएर बलीयो भयौ,2
666,पाटी एक छाक खान नपाएर कमजोर भयो,2
668,मिलेर खाने चोर नेता हरु एस्तै हुन जनता नमिले पनि नेता सबै पार्टी का मिल्छन र एउटै मन्च मा बस्छन उभिन्छन त्यो कुनै ठूलो कुरो होइन ! इ हुन काले काले मिलेर खाउ भाले सिधान्त का हुन ! चोर चोर सबै मिल्छन  !,2
669,mcc लाई हटाउने हाे भने प्रचण्ड नेपालकाे न.१ लिडर भन्ने छन जनताले ।,2
670,देउबा सङ चाइ होला चुनाब सहकार्य काङ्रेस सङ हुन्न मुजि,2
672,हे जनता यस्लाइ नहताइ देस अघि बड्दैन,2
674,म नेपालि,2
675,नेकपा बाट फुटेपछी धेरै पछुतो लागेको रहेछ भाग पाइन मैले फेरि मिलायर म ठूलो हुन्छु भन्ने बिचार नराखेकै बेस,2
676,चोर हरको भनाइमा लागेर बन्दुक बोेकेर हिडे र सता अायो तर जन्ताको लागि होइना अाफनो बचाहरुको भबिष्य को लागि हो चोर होइना डाका हो गयो जबाना जन्ता बाठो भइशके,2
677,कम्युनिस्ट त नेपालमा कोहि छैन त्यसमा पनि प्रचण्ड झन कम्युनिस्ट हुँदै होइन प्रचण्ड पुँजीपती सामन्त हुन् ।,2
678,उज्यालो भयो बिस्वास पलायो कति भावुक बनाउन जानेको,2
679,जनस्तर बाट बिरोध हुँदा हुँदै पनि  mcc पारित गराउनु पर्छ भन्न प्रचण्डलाई  अलि कति पनि लाज लागेन ! गद्दार नेताले पारित गरेर त  हेर भोलिको दिनमा तिमीहरूको हालत के हुन्छ ???,2
682,हनुमान पत्रकार !!यो अन्तरबार्ता को एउटै अर्थ,2
683,मलाई यो राजनितिकमा त्यति जानकारी त छैन तर यस्ता नेताहरुले चिल्ला र चिप्ला कुराहरु गरेर देश सबै लुटेर खाइसक्यो । देशमा कहिल्यै परिवर्तन ल्याउने ? कहिल्ये देश विकास हुने 'साला चोरहरु '  । हाम्रो भन्दा साना देशहरु विकसित भएर कहा पुगिसक्यो हाम्रो भने खाली राजनितिक मात्र ??????,2
684,बिना गठबन्दन को प्रचण्ड को भबिष्या जिरो छ जति कराए पनि नेपाली जनता ले बिश्वास गरने छैन।किनकी बिश्वास गुमाई सक्यो ।,2
685,यसको जीवनशैली कहाँ सरल छ??,2
686,बलिदान एक  पक्छे ले गर्यो  फाइदा  अर्को  पक्छे हरु ले लिये  र लिरहेका छन,2
687,"डिसेम्बर 28, 1885 मा, स्कटल्याण्डका निवासी सेवानिवृत्त आईसीएस अधिकारी एलन अक्टोभियन ह्यूम (एओ ह्यूम) द्वारा थियोसोफिकल सोसाइटीका मात्र 72 राजनीतिक कार्यकर्ताहरूको सहयोगमा भारतीय राष्ट्रिय कांग्रेसको स्थापना भएको थियो।  यो अखिल भारतीय स्तरमा राष्ट्रवारको पहिलो नियोजित अभिव्यक्ति थियो।  आखिर यी ७२ जनाले किन कांग्रेस स्थापना गरे र यो समय किन रोजे ?यो प्रश्न लामो समय को लागी एक मिथक संग सम्बन्धित छ, र त्यो मिथक आफैमा बलियो राख्छ।  ‘सेफ्टी भल्ट’ को यो मिथक विगत केही पुस्तादेखि विद्यार्थी र राजनीतिक कार्यकर्ताको दिमागमा बसेको छ।  तर इतिहासको गहिराइमा हेर्दा यो मिथकमा त्यति शक्ति छैन भन्ने थाहा हुन्छ, जति सामान्य रूपमा मानिन्छ ।  आज १२५ वर्ष पूरा भएको अवसरमा यो मिथकको रहस्य खोल्ने उपयुक्त समय हो, यद्यपि यसका लागि इतिहासको गहिराइमा पुग्नुपर्छ ।",2
688,mcc पास गर्यो भने भाग्ने पालो  इनि को हो,2
689,"MCC को बारेमा फटाह कुरा गर्छ ।पैसा खाएर पछि सबैले थाहा पाए अध्यन गरे त्यस्मा केहि केहि कुरा सुधार गर्नुपर्ने देखियो रे यस्तो पनि कुरा हुन्छ त्यहि कुरा पहिले नै अध्यन नगरि रास्ट्रको हित नहुने प्रस्ताबमा पहिले  हस्ताक्षर गर्नि किन ?यो नेपालको कानुन,जनता भन्दा माथि रहने गरि हस्ताक्षर गर्ने भनेको देश बेच्ने गद्दारि हो दलालि हो कम्युनिष्ट होईन देशद्रोहि हो ।",2
690,परचनडले pm नपाउदा अोलिसग झगडा गरेको हो । जनताले परचनडलाइ मन पराउदैन अोलिलाइ गालि गरेर pm हुन पाउदैन ।,2
691,प्रचण्ड संग भलाकुसारी गर्न धमला नि प्रचण्ड निवास हेरम कति,2
692,प्रचण्ड काङ्ग्रेस सङग मिल्यो धोका दिएर एमाले तिर लाग्यो फेरि एमाले लाई धिका दिएर काङ्ग्रेस सङ्ग मिल्यो अब पालो माधव नेपाल तिर होला अब अर्को चोटि बाट पाटी नै बिलिन हुन्छ माउवादी ओलि सङग सम्बन्ध सुधार गरेर ओलि लाई 5 बर्ष सरकार चलाउन देको भए आउने चुनाव मा प्रधानमन्त्री हुने पक्का योग थियो अब त आशा नगरे पनि हुन्छ,2
693,एम सि सि पास मात्रै गर्नुन पर्चन्ड जि अनि  हजुरकाे के हालत  हुन्छ  अब माअाेबादि सकिन्छन,2
694,MCC को आधा रकम खाइ सकेको छ यिनिहरुले विभिन्न MCC कार्यलय बनाउनको लागि अब  हस्ताक्षर गरेको कुरा पास गर्दिन भन्न मिल्छ र अब MCC फिर्ता लगे यी जति पनि हस्ताक्षर गर्ने भ्रष्टाचारि नेता जुन छन नि यिनिहरुको ज्यान जोखिममा रहने छ त्यसैले जसरी पास गर्ने पक्षमा छन यिनी हरु जनता जति सडकमा चिच्याए नि पास हुन्छ म जस्तो मूर्ख आम नेपाली नागरिक लाई नि यो कुरा प्रष्ट छ ???,2
696,प्रचण्ड देशका नेता हुन् । ओलीहरू भ्रष्टहरूको सरदार !,2
697,मेरो सुजब  नेपालका सबै नेताहरुलाई:,2
698,1. देशलाई आर्थिक र राजनेतिक हिसाबले  आत्मा निर्भर बनाउनु पर्यो।,2
699,2. नेपाल र भारत को सिमाना बन्द गर्नु पर्यो।,2
700,3. सानो भएपनि नेपाललाई भारतको भर गर्न छोड्नु पर्यो।,2
701,नेपाल देश  लाई प्रचण्ड प्रमुख हुनु पर्छ हुनु पर्छ हुनु प्रछ हुनु पर्छ,2
702,जस्ले जति गालिगरे पनि यो देसलाइ एक बनाएर हिडाउने छ्यमता केबल प्रचन्डमा मात्र छ अरु कसैको बाउको मजाल छैन। अब प्रचन्डलाइ नै विस्वास गरि देसको सासनभार सुम्पिनुको कुनै विकल्पै छैन।,2
703,"एमसिसिबारे प्रचन्ड ज्युको धाराणा सहि छ तर सझदारिमा हैन ‘परिमार्जन भएमा पास’ भन्नु ठिक । तपाईको ब्याक्तित्व केपि ओलीसंग एक पर्तिसत पनि मिल्दैन, कहिले पनि सहकार्य नगर्नु राम्रो होला।  आफ्नो सुरक्षाको ख्याल राख्दै पत्रकारले लेटदैमा असुरंक्षित जिवनशैली नअपनाउनुनै राम्रो होला l जालझेल काम नलागे भौतिक आक्रमण गरेर सिध्याउने दाउ धेरैको छ भन्ने बुज्न गारो छैन ।",2
704,"एक युग पुरुष, ईतिहाँसका निर्माता, संघीय लोकतान्त्रका नायक क. प्रचण्ड !!!",2
705,यी नालायकहरुको औकात देखियो । राजा नभए यो देश रहदैन भन्ने प्रष्ट भयो ।,2
707,अबको आबस्यक्ता राजेन्द्र लिङ्देन,2
708,म कुनै गुरुको इन्नर इन्जीनीरिंग(INNER ENGINEERING) भन्ने क्लास मा गएको थिए। त्येहा हरेक मनिष ले खुसी र सन्तुस्टीको लागि तीन कुराहरु जहिले पनि याद गर्नु पर्छ भनियो।,2
710,2. अहंकार : हाम्रो मित्र्यु हुनेहुदा धेरै अहंकारी बन्नूको खासै केहि पनि औचित्य छैन।,2
711,प्रचन्डे पतन भैसक्यो ।,2
712,साम्यवाद र समाजवादमा दर्जनौं भिन्नताहरू छन्।,2
713,यी विचारधाराहरू विभिन्न देशहरूमा विभिन्न तरिकामा लागू हुन्छन्।,2
715,जम्नामा हाम्रो घर मा बसेर दूईदिन भात खाएको हो यस्ले,2
716,यो आत्मसमिछ्या भन्ने सब्दपनी जन्तालाइ चुतिया बनाउने कुरा हो।,2
717,मन्त्रीलाई भाग बारनेहरू,2
718,हो साथी हरु को जुन अहिले योउतुबे तल कमेन्ट्स गर्न पयको छौ । ।त्यो पनी माओवादी को नै देन हो । ।नभय । ।राजा को पाला म कहाँ बोल्न पैन्थ्योर,2
719,"उता राजेन्द्र बानियासंगको पनि हेरियो, अब एता",2
721,रिदम ठकुरी,2
730,प्रचण्ड,2
732,नेपाली कांग्रेसको संस्थापना,2
733,"नेपालमा 'राष्ट्रियताको संरक्षण र संवर्धन गर्दै प्रजातान्त्रिक समाजवाद' स्थापना गर्ने नारा लिएको नेपाली कांग्रेसले वर्तमान सन्दर्भमा राष्ट्रियता, लोकतन्त्र, समाजवादको आदर्श एवं सिद्धान्त अनुरूप सङ्घीय गणतन्त्रात्मक राज्य, बहुलवादमा आधारित बहुदलीय व्यवस्था तथा संसदीय शासन प्रणालीको माध्यमबाट नेपालमा न्यायपूर्ण गतिशील र शान्तिपूर्ण समाजको निर्माण गरी सामाजिक, राजनीतिक तथा आर्थिक विकाश गर्ने उद्देश्य राखेको छ । यो नेपालका पुराना राजनीतिक दलमध्येको एक हो ।",2
737,लेनिनवाद,2
739,त मुलाको कुरा अब माकुन्नेहरुले मात्र हो सुन्ने अब यो ycl ले हान्ने हो तिमी दलालहरुलाइ मुला सक्छस भने  खुल्ला एक्लै हिनेर देखाउन कति अाउछन जन्ता जुत्ताको फुलमाला लिएर बुझौ,2
741,मुकुन्दे र त उस्तै  उस्तै  हाे,2
744,"यसले MCC मा पनि दोहोरो भुमिका खेल्दै छ, MCC को नाइके बाबुराम र प्रचन्ड नै हो ।",2
748,छोटो छ जिन्दगी फोटो खिचेर राख,2
749,ब्याटल पछि LIVE ROUND मा प्रवेश गरेको छु । मलाई आशा छ तपाईहरुले मलाई vote गर्नु हुनेछ । र finale सम्म पुराउनु हुनेछ ।,2
756,प्रचण्ड नेपाली राजनितिको किङ मेकर हुन आफू मैदानमा नभएपनी रेफ्री भएर नेपाली राजनितिलाई ट्राकमा ल्याउन नेताहरुलाई खेलाईरहेको हुन्छ नेपाली राजनिती माओबादिको एजेन्डामा चलेको छ। प्रचण्ड कुनै ब्यक्ति हैन बिचार हो बिज्ञान हो त्यसैले प्रचण्ड र माओबादी अब कहिल्यै सकिँदैन ईतिहासमा रहिरहनेछ प्रचण्ड,2
762,Troll सिन्धुपाल्चोक,2
764,Parchanda is a great leader  and  प्रचण्ड को तुलनामा त उखाने बुढा Zero Level को हो र राजनिति को र पनि नजानेको लाइ उहि सेटिङ्ग को भरमा नेता भएको रहेछ अनि यस्तो लाइ देश चलाउन दिनु भनेको बाँदर लाइ नरिवोल दिए जस्तो हो कसरी बिकास होस त नेपाल...? फेरी एक पटक प्रचण्ड जस्तो Dynamic Leader लाइ देश चलाउन दिए कस्तो हुने थियो होला...?,2
766,मार्क्सवाद,2
767,कार्ल मार्क्सको साम्यवाद,2
768," कार्ल मार्क्सको कम्युनिष्ट विचारधारालाई मार्क्सवादी विचारधारा भनिन्छ।  मार्क्स एक समाजवादी चिन्तक थिए र यथार्थमा आधारित समाजवादी विचारकको रूपमा चिनिन्छन्।  सामाजिक राजनीतिक दर्शनमा, मार्क्सवाद एक कम्युनिष्ट विचारधारा हो, उत्पादनका साधनहरूको सामाजिक स्वामित्व मार्फत वर्गविहीन समाज स्थापना गर्न कटिबद्ध छ। कार्ल मार्क्स, फ्रेडरिक एंगेल्स र भ्लादिमीर लेनिन र साथी चिन्तकहरूले शताब्दीमा समाजवादको लागि वैज्ञानिक आधार प्रस्तुत गरे।",2
780,माYa TaमुSयो,2
786,यदि आफू बाट पार्टी सुदृढीकरण गर्ने हो भने खुमलटार बाट नयाँ बजार बसाई सर्नु।,2
789,कम्रेड प्रचण्ड जी अव आउने २ वर्षको चुनाव मा धेरै सिट ल्याएर देखाउनुस्। बल्ला तपाईको कुरामा बिस्वास हुन्छ।,2
790,विदेशी कान्छो,2
799,अजय पोखरेल,2
809,यो गाउँको ठिट्टो म,2
820,के भनेर क्रान्ति सुरु गर्नुभएको थियो कमरेड,2
822,"चुनाव नजिकै आउदै गरेको हुनाले प्रचण्डले मिठा मिठा कुरा गरेको हो , चुनाव जित्न को लागि यो उपाए अपनाएको छ।",2
824,सकेसम्म मिेलेर खाने उपाय गर्नु इ नेता हरुकाे आफुपेट भर्ने र आफ्ना हरुकाे राेटि सेकने  मात्र हुन उस भन्दा बढि पार्टी  पाल्ने मात्र हुन नागरिकको खाेजि हाेला भन्ने कतै पाइयन हाेइनर ? 🇳🇵🇳🇵🇳🇵🇳🇵,2
825,साम्यवाद,2
826,भनेको के हो ?,2
832,एक चाेटी प्रचण्ड ज्यु प्रधानमन्त्री भएकाे हेर्न मन छ ।,2
842,घाटक छ भने सहमति किन?छबिलाल।,2
843,अब निकट भविस्यमा आउने चुनावको कारणले प्रचण्डमा सुदृढीकरण आएको,2
845,पर्जन्ड ले पहिला के गर्यो के गरेन त्यस्को कुरा नगरी भविस्य मा देश कसरी अगाडी बडाउने भने बारेमा सोदम,2
848,जतिखेर जे पनि बोल्छन,2
849,प्रचण्ड  × 1 = प्रचण्ड,2
850,प्रचण्ड  × 2 = दुकुलण्ड,2
851,प्रचण्ड  × 3 = चिपलण्ड,2
852,प्रचण्ड  × 4 = बितण्ड,2
856,यो मोदि भक्त हो यो कुक,2
862,अरु नेता हरु लाई सोधे जस्तो प्रश्न सोधपुछ गर्ने शैली कता हरायो ।।।कि यो धमाला पनि प्रचण्ड को पुच्छर हुनु पर्छ सायद,2
864,प्रचण्ड जिउ अझै पनि छोरी बुहारी लाई नै मन्त्री बनाउने कि,2
865,हात्तीको देखाउने दाँत र चपाउने दाँत फरक हुन्छ भने जस्तो हाे।,2
866,कमरेड प्रचन्ड ज्युले अब अध्यक्ष पद छोडेर पुरानो माओबदि नै एकीकरण गरे कसैसगं मिलेर चुनाब लड्नु पर्दैन।,2
867,प्रचण्डको आत्मसमिक्षा नाममा नयाँ ब्रमाष्त्र एमालेमा जानी राखुन आम एमाले लगायत ओलि समेतले।,2
877,होइन यसलाइ के भएको साथी हो बिचार गरनु होला,2
878,शिधान्तको कुरा गरने मान्छे पालुइ को रसिलो मुला जस्तै होईसिन्छ,2
882,पार्टी मा आठ आठ हजार उठाउदा तिर्न नसकेर आफ्नो बुढी  सीता दाहाल  लाई  कुचै कुचोले हाने को भन्ने छ आज के छ त आर्थिक हालत ?,2
884,प्रचण्ड र माओवादीको यो हविगत भएको आफ्नै कारणले हो ।,2
887,आफु डलर भारु पचाएर बलीयो भयौ,2
903,हनुमान पत्रकार !!यो अन्तरबार्ता को एउटै अर्थ,2
906,यसको जीवनशैली कहाँ सरल छ??,2
907,बलिदान एक  पक्छे ले गर्यो  फाइदा  अर्को  पक्छे हरु ले लिये  र लिरहेका छन,2
908,"डिसेम्बर 28, 1885 मा, स्कटल्याण्डका निवासी सेवानिवृत्त आईसीएस अधिकारी एलन अक्टोभियन ह्यूम (एओ ह्यूम) द्वारा थियोसोफिकल सोसाइटीका मात्र 72 राजनीतिक कार्यकर्ताहरूको सहयोगमा भारतीय राष्ट्रिय कांग्रेसको स्थापना भएको थियो।  यो अखिल भारतीय स्तरमा राष्ट्रवारको पहिलो नियोजित अभिव्यक्ति थियो।  आखिर यी ७२ जनाले किन कांग्रेस स्थापना गरे र यो समय किन रोजे ?यो प्रश्न लामो समय को लागी एक मिथक संग सम्बन्धित छ, र त्यो मिथक आफैमा बलियो राख्छ।  ‘सेफ्टी भल्ट’ को यो मिथक विगत केही पुस्तादेखि विद्यार्थी र राजनीतिक कार्यकर्ताको दिमागमा बसेको छ।  तर इतिहासको गहिराइमा हेर्दा यो मिथकमा त्यति शक्ति छैन भन्ने थाहा हुन्छ, जति सामान्य रूपमा मानिन्छ ।  आज १२५ वर्ष पूरा भएको अवसरमा यो मिथकको रहस्य खोल्ने उपयुक्त समय हो, यद्यपि यसका लागि इतिहासको गहिराइमा पुग्नुपर्छ ।",2
912,प्रचण्ड संग भलाकुसारी गर्न धमला नि प्रचण्ड निवास हेरम कति,2
918,मेरो सुजब  नेपालका सबै नेताहरुलाई:,2
929,म कुनै गुरुको इन्नर इन्जीनीरिंग(INNER ENGINEERING) भन्ने क्लास मा गएको थिए। त्येहा हरेक मनिष ले खुसी र सन्तुस्टीको लागि तीन कुराहरु जहिले पनि याद गर्नु पर्छ भनियो।,2
930,1. मित्र्यु : हामी सबैले  एक दिन मर्नु पर्छ।,2
934,यी विचारधाराहरू विभिन्न देशहरूमा विभिन्न तरिकामा लागू हुन्छन्।,2
936,जम्नामा हाम्रो घर मा बसेर दूईदिन भात खाएको हो यस्ले,2
938,मन्त्रीलाई भाग बारनेहरू,2
940,"उता राजेन्द्र बानियासंगको पनि हेरियो, अब एता",2
950,प्रचण्ड,2
952,नेपाली कांग्रेसको संस्थापना,2
953,"नेपालमा 'राष्ट्रियताको संरक्षण र संवर्धन गर्दै प्रजातान्त्रिक समाजवाद' स्थापना गर्ने नारा लिएको नेपाली कांग्रेसले वर्तमान सन्दर्भमा राष्ट्रियता, लोकतन्त्र, समाजवादको आदर्श एवं सिद्धान्त अनुरूप सङ्घीय गणतन्त्रात्मक राज्य, बहुलवादमा आधारित बहुदलीय व्यवस्था तथा संसदीय शासन प्रणालीको माध्यमबाट नेपालमा न्यायपूर्ण गतिशील र शान्तिपूर्ण समाजको निर्माण गरी सामाजिक, राजनीतिक तथा आर्थिक विकाश गर्ने उद्देश्य राखेको छ । यो नेपालका पुराना राजनीतिक दलमध्येको एक हो ।",2
956,लेनिनवाद,2
960,मुकुन्दे र त उस्तै  उस्तै  हाे,2
963,"यसले MCC मा पनि दोहोरो भुमिका खेल्दै छ, MCC को नाइके बाबुराम र प्रचन्ड नै हो ।",2
967,ब्याटल पछि LIVE ROUND मा प्रवेश गरेको छु । मलाई आशा छ तपाईहरुले मलाई vote गर्नु हुनेछ । र finale सम्म पुराउनु हुनेछ ।,2
982,Parchanda is a great leader  and  प्रचण्ड को तुलनामा त उखाने बुढा Zero Level को हो र राजनिति को र पनि नजानेको लाइ उहि सेटिङ्ग को भरमा नेता भएको रहेछ अनि यस्तो लाइ देश चलाउन दिनु भनेको बाँदर लाइ नरिवोल दिए जस्तो हो कसरी बिकास होस त नेपाल...? फेरी एक पटक प्रचण्ड जस्तो Dynamic Leader लाइ देश चलाउन दिए कस्तो हुने थियो होला...?,2
983,तिमिहरुको टाउको चिलाको छ अब छोठो मिठो भनाइ,2
984,मार्क्सवाद,2
985,कार्ल मार्क्सको साम्यवाद,2
986," कार्ल मार्क्सको कम्युनिष्ट विचारधारालाई मार्क्सवादी विचारधारा भनिन्छ।  मार्क्स एक समाजवादी चिन्तक थिए र यथार्थमा आधारित समाजवादी विचारकको रूपमा चिनिन्छन्।  सामाजिक राजनीतिक दर्शनमा, मार्क्सवाद एक कम्युनिष्ट विचारधारा हो, उत्पादनका साधनहरूको सामाजिक स्वामित्व मार्फत वर्गविहीन समाज स्थापना गर्न कटिबद्ध छ। कार्ल मार्क्स, फ्रेडरिक एंगेल्स र भ्लादिमीर लेनिन र साथी चिन्तकहरूले शताब्दीमा समाजवादको लागि वैज्ञानिक आधार प्रस्तुत गरे।",2
1002,यदि आफू बाट पार्टी सुदृढीकरण गर्ने हो भने खुमलटार बाट नयाँ बजार बसाई सर्नु।,2
1005,कम्रेड प्रचण्ड जी अव आउने २ वर्षको चुनाव मा धेरै सिट ल्याएर देखाउनुस्। बल्ला तपाईको कुरामा बिस्वास हुन्छ।,2
1036,प्रकाश दाजुको पत्रकारिताको फ्यान जति हाजिर हौत,2
1047,किनकिन यो प्रकाश अन्कल को कुनै भिडियो छुटाउन मन नलाग्ने नै बनासके भनेको ,2
1049,आज त दुर्गेश को माया पो लाग्यो त बुद्धिको ढकन खुल्यो कि क्या हो कीटो को?,2
1100,रबि दाइ र हेम दाईको टेवल talk गराउनु पर्यो यहि स्टेजमा। रजत पट अन्कल।,2
1108,Hem thapa is 100%great person अरु भनेको भुक्ने मात्र हुन।,2
1115, देखाउने दात भित्र चपाउने दात भयका हरु धेरै छ्न .,2
1130,धन अनि मन दुबै चिज भएको ब्यत्ति।।।17 करोड समाज सेवामा।।खर्चिन सक्नु भनेको चानचुन होइन,2
1134,Uber ले जम्मा 12 घन्टा मत्र drive गर्न दिन्छ तर कसरी 18/19 घन्टा drive गर्यो यो दाजुले,2
1143,अब यो शोमा चर्चित गायक रमेशराज भट्टराईलाई हेर्न मन छ प्रकाश दाजु ल्याउनुहोला है,2
1161,हेम थापा सर का कुरा सुन्दा मलाई रवि सर स्वास्थ्यी लाग्यो।,2
1164,100 रूपैयाँ बाड्दै मा ति दुखि का दिन हरु k सूखी मा परिवर्तन भय त रवि sir ko बारेमा नराम्रो न भनुस् उहाँ god hununuxa rabi sir,2
1184,"प्रकाश सर एबम सम्पुर्ण ग्ल्यामर गफ टिम लाई बिनम्र अनुरोध गर्दछु कि संभव छ भने अब रबि जि ,सिताराम जि र ग्यानेन्द्र जि लाई एउटै टेबल यानी सो मा लिएर आउन पर्छ ",2
1191,पैसा मात्र ठुलो कुरा होइन हेम राज सर अहिले केहि पर्यो भने नेपाल होस या बिदेस रबि लाई नै गुहार्नु पर्छ  हेम राज लाई होइन,2
1197,"समाज सेवा गर्ने ३ ब्यक्ती रबि लामिछाने, हेम थापा दाजु र धुर्मुस सबै आ- आफ्नो ठाउमा उत्तिकै सम्मानिय हुनुहुन्छ दाजु, तपाईं हरु मिलेर अगाडी बढ्नुस र राम्रो काम गर्नुस विवाद ले  कोहि माथी जाँदैन,,,!!!",2
1198,म कति हास्नु यार,2
1212,अरु कुरा त ठिकै हाे।।,2
1213,24 घण्टमा 12 घण्टा त लाइभमै बस्छन दाजु।।,2
1214,18/20 घण्टा काम कति खेर गर्दा रैछन।।,2
1223,रबि सर र हेम सर लाई यसै सो अन्तर्गत tabletalk गराउनु पर्यो है हजुर!,2
1225,हेम दाइ मानबिय हुनुहुन्छ। तर अति गर्नु हुन्छ राजा जस्तो वचन पचाउन सिक्नुहोस।तपाइलाइ हौसला दिने पनि छन बिरोध गर्ने पनि छन।,2
1227,हेम दाई र रबि दाइ लाई एउटै ठाउँ मा राखेर कुरा गरेको।हेर्न मन छ हो मलाई पनि,2
1234,"रोएर मागेर समाज सेवा हुन्छ, समाज सेवा त आफैले गर्न सक्नुपर्छ। लास्टै दर्रो हिट हान्दियो यो दाजुले।",2
1238,हेम जि तपाइले गर्नु भयेको समाज सेवा प्रती दन्नेबाद तर समाज सेवा गर्ने शैली फरक हुन सक्छ ।तर स्वो इच्छाले  दियेको खर्चलाई  ठगी नभनौ ।,2
1244,ल काका रबि सर र भाङ्गग्रेलाई एउटै टेबुल मा राखेर कुरा गराउनु पर्याे त काका यति गर्नु पर्या् दूध काे दूध पानी काे पानी था हुन्छ काे घटिया रहेछ था हुन्छ,2
